,Title,Description,Date Created,Origin,Author,Recipient,Start,start_lat,start_long,Year,Month,Day,Month Name,Season,Color
2997,"1911 July 16, Woodbourne, to Dear Mrs. Cope",,1911-07-16,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Evans, Jacqueline Pascal Morris, 1886-1947",,"{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1911,7,16,July,Summer,yellow
2998,"1911 July 26, Awbury, to Dearest Mother",,1911-07-26,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,7,26,July,Summer,yellow
2999,"1911 July 30, Woodbourne, to Dearest Alg",,1911-07-30,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Evelyn Flower Morris, 1877-1947","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1911,7,30,July,Summer,yellow
3000,"1911 August 2, Northeast Harbor, to My dear Lillie",,1911-08-02,Northeast Harbor (Me.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1911,8,2,August,Summer,yellow
3002,"1911 August 22, Dundale, to Grandma",,1911-08-22,Villanova (Pa.),"Author (aut): Evans, Edward W. (Edward Wyatt), 1882-1976","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.03722222, 'long': -75.3488888888889}",40.03722222,-75.3488888888889,1911,8,22,August,Summer,yellow
3003,"1911 August 23, Northeast Harbor, to My dear Lillie",,1911-08-23,Northeast Harbor (Me.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1911,8,23,August,Summer,yellow
3004,"1911 August 31, Northeast Harbor, to My dear Lillie",,1911-08-31,Northeast Harbor (Me.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1911,8,31,August,Summer,yellow
3005,"1911 September 6, Northeast Harbor, to My dearest sister",,1911-09-06,Northeast Harbor (Me.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1911,9,6,September,Fall,orange
3006,"Letter from Francis Reeve Cope to Rachel Cope Evans, 1911 September 8",,1911-09-08,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,9,8,September,Fall,orange
3007,"1911 September 9, Awbury, to Dearest Mother",,1911-09-09,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,9,9,September,Fall,orange
3008,"1911 September 12, Awbury, to Dearest Mother",,1911-09-12,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,9,12,September,Fall,orange
3009,"1911 September 16, Awbury, to Grandma",Includes detailed description of the marriage of Edward Wyatt Evans to Jacqueline Pascal Morris.,1911-09-16,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Anna Cope, 1875-1967","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,9,16,September,Fall,orange
3010,"1911 September 22, Awbury, to My dearest Mother",,1911-09-22,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,9,22,September,Fall,orange
3011,"Letter from Jacqueline Pascal Morris to Francis Algernon Evans, 1911 September 25",,1911-09-25,Seattle (Wash.),"Author (aut): Evans, Jacqueline Pascal Morris, 1886-1947","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 47.60611111, 'long': -122.331944444444}",47.60611111,-122.331944444444,1911,9,25,September,Fall,orange
3012,"1911 September 26, Northeast Harbor, to My dear Lillie",,1911-09-26,Northeast Harbor (Me.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1911,9,26,September,Fall,orange
3013,"1911 September 27, Northeast Harbor, to My dear Lillie",,1911-09-27,Northeast Harbor (Me.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1911,9,27,September,Fall,orange
3014,"1911 September 29, Northeast Harbor, to My dear Lillie",,1911-09-29,Northeast Harbor (Me.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1911,9,29,September,Fall,orange
3015,"1911 October 17, Awbury, to My dear Lillie",,1911-10-17,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,10,17,October,Fall,orange
3016,"1911 October 24, Awbury, to My dear Lillie",,1911-10-24,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,10,24,October,Fall,orange
3017,"1911 October 28, Awbury, to My dear Lillie",,1911-10-28,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,10,28,October,Fall,orange
3019,"1911 November 8, Awbury, to My dear Lillie",,1911-11-08,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,11,8,November,Fall,orange
3020,"1911 November 14, Awbury, to My dear Lillie",,1911-11-14,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1911,11,14,November,Fall,orange
3021,"Letter from Rachel R. Cope Evans to Anna S. Brown Cope, 1912 June 30",,1912-06-30,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1912,6,30,June,Summer,yellow
3022,"Letter from Rachel R. Cope Evans to Anna S. Brown Cope, 1912 July 20",,1912-07-20,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1912,7,20,July,Summer,yellow
3023,"Letter from Elizabeth S. Cope to Anna S. Cope, 1912 July 30",,1912-07-30,New York (N.Y.),"Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.71416667, 'long': -74.0058333333333}",40.71416667,-74.0058333333333,1912,7,30,July,Summer,yellow
3024,"Letter from Rachel R. Cope Evans to Anna S. Brown Cope, 1912 July 31",,1912-07-31,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1912,7,31,July,Summer,yellow
3025,"Letter from Anna Cope Evans to Anna Stewardson Brown Cope, 1912 August 10",,1912-08-10,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Evans, Anna Cope, 1875-1967","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 41.784172, 'long': -75.895933}",41.784172,-75.895933,1912,8,10,August,Summer,yellow
3026,"Letter from Thomas Pim Cope to Rachel Cope Evans, 1912 September 6",,1912-09-06,Northeast Harbor (Me.),"Author (aut): Cope, Thomas P. (Thomas Pim), 1852-1944","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1912,9,6,September,Fall,orange
3027,"Letter from Rachel R. Cope Evans to Anna S. Brown Cope, 1912 September 7",,1912-09-07,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1912,9,7,September,Fall,orange
3028,"Letter from Rachel R. Cope Evans to Elizabeth S. Cope, 1912 September 12",,1912-09-12,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1912,9,12,September,Fall,orange
3030,"Letter from Hannah Perot Morris to ""friend,"" possibly Rachel Cope Evans, 1913 August 25",,1913-08-25,Pocono Manor (Pa.),"Author (aut): Morris, H. P. (Hannah Perot), 1854-1931","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 41.1, 'long': -75.3586111111111}",41.1,-75.3586111111111,1913,8,25,August,Summer,yellow
3031,"Letter from Anna Stewardson Brown Cope to Elizabeth Stewardson Cope, 1913 November 8",,1913-11-07,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1913,11,7,November,Fall,orange
3032,"Letter from Hannah Perot Morris to ""friend,"" possibly Rachel Cope Evans, 1913 December 21",,1913-12-21,"Olney (Philadelphia, Pa.)","Author (aut): Morris, H. P. (Hannah Perot), 1854-1931","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.04111111, 'long': -75.1236111111111}",40.04111111,-75.1236111111111,1913,12,21,December,Winter,darkred
3034,"Letter from Rachel R. Cope Evans to Anna S. Brown Cope, 1914 June 20",,1914-06-20,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1914,6,20,June,Summer,yellow
3035,"Letter from Rachel R. Cope Evans to Anna S. Brown Cope, 1914 September 8",,1914-09-08,Gloucester (Mass.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 42.61388889, 'long': -70.6630555555556}",42.61388889,-70.6630555555556,1914,9,8,September,Fall,orange
3036,"Letter from Rachel R. Cope Evans to Anna S. Brown Cope, 1914 September 19",,1914-09-19,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1914,9,19,September,Fall,orange
3037,"Letter from Rachel R. Cope Evans to Anna S. Brown Cope, 1914 September 24",,1914-09-24,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1914,9,24,September,Fall,orange
3038,"Letter from Francis Algernon Evans to Young Friends Meeting, 1914-1915",,1914/1915,Philadelphia (Pa.),"Author (aut): Evans, Francis Algernon, 1878-1946",,"{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1914,19,5,19,19,19
3039,"Wedding Invitation from William T. Elkinton and Eleanor R. Elkinton to Ralph and Margaret Taylor, 1915",,1915,Philadelphia (Pa.),"Author (aut): Elkinton, Eleanor Rhoads, 1860-1942","Addressee (rcp): Elkinton, William T.|Addressee (rcp): Taylor, Ralph|Addressee (rcp): Taylor, Margaret","{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1915,0,0,0,0,0
3040,"Letter from Francis Algernon Evans to D. Robert Yarnall, 1915 February 13",,1915-02-13,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Francis Algernon, 1878-1946","Addressee (rcp): Yarnall, Richard","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1915,2,13,February,Winter,darkred
3041,"Letter from Edward G. Rhoads to Francis Algernon Evans, 1915 February 13",,1915-02-13,"Germantown (Philadelphia, Pa.)","Author (aut): Rhoads, Edward G., 1863-192?","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 40.04333333, 'long': -75.18}",40.04333333,-75.18,1915,2,13,February,Winter,darkred
3042,"Letter from Rachel R. Cope Evans to Francis Algernon Evans, 1915 July 26",,1915-07-26,Northeast Harbor (Me.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1915,7,26,July,Summer,yellow
3043,"Letter from Rachel R. Cope Evans to Francis Algernon Evans, 1915 August 1",,1915-08-01,Northeast Harbor (Me.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 44.29416667, 'long': -68.2897222222222}",44.29416667,-68.2897222222222,1915,8,1,August,Summer,yellow
3044,"Letter from Rachel R. Cope Evans to Anna S. Brown Cope, 1915 September 26",,1915-09-26,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1915,9,26,September,Fall,orange
3045,"Letter from ""Father"" to Henry Lewis, 1915 October 1",,1915-10-01,New York (N.Y.),"Author (aut): Lewis, William Draper, 1867-1949","Addressee (rcp): Lewis, Henry","{'lat': 40.71416667, 'long': -74.0058333333333}",40.71416667,-74.0058333333333,1915,10,1,October,Fall,orange
3046,"Letter from Hannah Bacon Evans to Rachel Cope Evans, 1916 September 25",,1916-09-25,Darlington (Md.),"Author (aut): Evans, Hannah Bacon, 1839-1939","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 39.63916667, 'long': -76.2025}",39.63916667,-76.2025,1916,9,25,September,Fall,orange
3047,"Letter from Anna R. Evans to grandparents, 1916 October 14",,1916-10-14,Philadelphia (Pa.),"Author (aut): Evans, Anna Rhoads, 1889-1982",,"{'lat': 39.95222222, 'long': -75.1636111111111}",39.95222222,-75.1636111111111,1916,10,14,October,Fall,orange
3048,"Letter from Joseph Paul Morris to Francis Algernon Evans, 1917 February 11",,1917-02-11,London (England),"Author (aut): Morris, Joe (Joseph Paul), 1879-1919","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 51.50833333, 'long': -0.125555555555556}",51.50833333,-0.125555555555556,1917,2,11,February,Winter,darkred
3049,"Letter from Joseph Paul Morris to Francis Algernon Evans, 1917 July 30",,1917-07-30,Basra (Iraq),"Author (aut): Morris, Joe (Joseph Paul), 1879-1919","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 30.50833333, 'long': 47.78027778}",30.50833333,47.78027778,1917,7,30,July,Summer,yellow
3050,"Letter from Rachel R. Cope Evans to Elizabeth S. Cope, 1918 October 7",,1918-10-07,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1918,10,7,October,Fall,orange
3051,"Letter from Rachel R. Cope Evans to Elizabeth S. Cope, 1918 October 16",,1918-10-16,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1918,10,16,October,Fall,orange
3052,"Letter from Joseph Paul Morris to Francis Algernon Evans, 1918 November 4",,1918-11-04,Bern (Switzerland),"Author (aut): Morris, Joe (Joseph Paul), 1879-1919","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 46.94805556, 'long': 7.447222222}",46.94805556,7.447222222,1918,11,4,November,Fall,orange
3053,"Letter from Allen C. Thomas to Francis Reeve Cope Jr. which once enclosed articles of partnership between Thomas Pim Cope, Israel Cope, and Jasper Cope, 1919 November 3",,1919-11-03,Haverford (Pa. : Township),"Author (aut): Thomas, Allen C. (Allen Clapp), 1846-1920","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962","{'lat': 40.01305556, 'long': -75.2941666666667}",40.01305556,-75.2941666666667,1919,11,3,November,Fall,orange
3054,"Letter from Alfred Garrett Scattergood to Rachel Cope Evans, 1919 December 30",,1919-12-30,Hague (Netherlands),"Author (aut): Scattergood, Alfred G. (Alfred Garrett), 1878-1954","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 52.07666667, 'long': 4.298611111}",52.07666667,4.298611111,1919,12,30,December,Winter,darkred
3055,"Letter from Elizabeth S. Cope to Rachel Cope Evans, 1920 April 28",,1920-04-28,Cambridge (Mass.),"Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 42.375, 'long': -71.1055555555556}",42.375,-71.1055555555556,1920,4,28,April,Spring,green
3056,"Letter from Rachel R. Cope Evans to Francis Algernon Evans, 1920 June 25",,1920-06-25,Southwest Harbor (Me.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Evans, Francis Algernon, 1878-1946","{'lat': 44.27972222, 'long': -68.325}",44.27972222,-68.325,1920,6,25,June,Summer,yellow
3057,"Letter from Francis Algernon Evans to Rachel R. Cope Evans, 1920 August 12",,1920-08-12,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Francis Algernon, 1878-1946","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939","{'lat': 40.05055556, 'long': -75.1666666666667}",40.05055556,-75.1666666666667,1920,8,12,August,Summer,yellow
