Title,Description,Date Created,Genre,Precise Origin,Origin,Precise Destination,Destination,Geographic Subject,Author,Recipient,PID,Subjects (Name),Subjects (Topic),Shelf Locator,Local Identifier,Note,Item URL
"1902 February 21, Hotel Bellevue, to Dearest Mother",,1902-02-21,letters (correspondence),Hotel Bellevue,Intervale (N.H.),,,"White Mountains (N.H. and Me.)|Washington, Mount (N.H.)|Boston (Mass.)|Intervale (N.H.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106283,"Cope, Francis R. (Francis Reeve), 1878-1962|Foote, Eleanor Tyson Cope, 1879-1973|Stork, Anna Brown Cope, b. 1862|Lewis, Caroline Mary Cope, 1865-1953|Cope, Francis Reeve, 1821-1909",Weather|Nature|Diseases,"HC.MC-1170, Box 3",hsc1395,,/object/hc106283
"1902 February 23, Intervale, to Dearest Mother",,1902-02-23,letters (correspondence),,Intervale (N.H.),,,"Mount Adams (N.H.)|Washington, Mount (N.H.)|Switzerland|Salem (Mass.)|Boston (Mass.)|Intervale (N.H.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106284,"Cope, Francis R. (Francis Reeve), 1878-1962|Stork, Anna Brown Cope, b. 1862|Phillips, Donald|Foote, Henry Wilder Jr., 1874-1964|Jenks, Bob|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Francis Reeve, 1821-1909",Snowshoes and snowshoeing|Tobogganing,"HC.MC-1170, Box 3",hsc1396,,/object/hc106284
"1902 February 24, Boston, to Dearest Mother","Included with letter are a newspaper clipping and a small booklet about Intervale, New Hampshire.",1902-02-24,letters (correspondence),The Brunswick,Boston (Mass.),,,Intervale (N.H.)|Chamonix (Switzerland)|Philadelphia (Pa.)|Boston (Mass.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106285,"Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Francis Reeve, 1821-1909|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Margaret Cheston Tatnall, b. 1859|Cope, Alban, 1864-1914|Foote, Henry Wilder Jr., 1874-1964|Cope, Clementine, 1835-1903",,"HC.MC-1170, Box 3",hsc1397,,/object/hc106285
"1902 February 26, Boston, to Dearest Mother",,1902-02-26,letters (correspondence),The Brunswick,Boston (Mass.),,,"Intervale (N.H.)|Awbury (Philadelphia, Pa.)|Brookline (Mass.)|Providence (R.I.)|Cambridge (Mass.)|Boston (Mass.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106286,"Foote, Eleanor Tyson Cope, 1879-1973|Eliot, Charles William, 1834-1926|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Alban, 1864-1914|Fisher, Amelia|Huntington, Elizabeth|Stedman, Mable|Peabody, Gertrude|Foote, Henry Wilder Jr., 1874-1964|Cope, Francis Reeve, 1821-1909|corporate_body:YMCA of the USA|corporate_body:Harvard University",Evangelicalism|Boston (Mass.)--Description and travel,"HC.MC-1170, Box 3",hsc1398,,/object/hc106286
"1902 February 28, Boston, to Dearest Mother","Stationery bears seal of The Brunswick, Copley Square, Boston, with the name of Herbert H. Barnes, Manager, underneath.",1902-02-28,letters (correspondence),The Brunswick,Boston (Mass.),,,"Providence (R.I.)|Germantown (Philadelphia, Pa.)|White Mountains (N.H. and Me.)|Intervale (N.H.)|Concord (Mass.)|Boston (Mass.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106287,"Cope, Alban, 1864-1914|Cope, Francis R. (Francis Reeve), 1878-1962|Foote, Eleanor Tyson Cope, 1879-1973|Huntington, Elizabeth|Stedman, Mable|Peabody, Gertrude|Clarke, Nellie|Foote, Henry Wilder Jr., 1874-1964|Cope, Francis Reeve, 1821-1909|Cope, Margaret Cheston Tatnall, b. 1859|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Francis Hazen, 1859-1909|corporate_body:Asylum for the Relief of Persons Deprived of the Use of Their Reason",Voyages and travels,"HC.MC-1170, Box 3",hsc1399,,/object/hc106287
"1902 March 2, Boston, to Dearest Mother",,1902-03-02,letters (correspondence),The Brunswick,Boston (Mass.),,,"Lexington (Mass.)|Concord (Mass.)|Cambridge (Mass.)|Atlantic City (N.J.)|Germantown (Philadelphia, Pa.)|Boston (Mass.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106387,"Foote, Henry Wilder Jr., 1874-1964|Forbes, Roger|Cope, Francis R. (Francis Reeve), 1878-1962|Hawthorne, Nathaniel, 1804-1864|Thoreau, Henry David, 1817-1862|Emerson, Ralph Waldo, 1803-1882|Foote, Eleanor Tyson Cope, 1879-1973|Paramore, William|Cope, Francis Reeve, 1821-1909|Cope, Margaret Cheston Tatnall, b. 1859|Cope, Francis Hazen, 1859-1909|Cope, Thomas P. (Thomas Pim), 1852-1944","United States--History--Revolution, 1775-1783|Family","HC.MC-1170, Box 3",hsc1500,,/object/hc106387
"1902 March 3, Boston, to Dearest Mother",,1902-03-03,letters (correspondence),The Brunswick,Boston (Mass.),,,Intervale (N.H.)|Boston (Mass.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106388,"Foote, Eleanor Tyson Cope, 1879-1973|Coffin, Elsie Wood|Cope, Francis R. (Francis Reeve), 1878-1962",,"HC.MC-1170, Box 3",hsc1501,,/object/hc106388
"1902 March 17, Awbury, to My dear cousins","The back page is a note written by someone else, but unsigned. It matches Henry Cope's handwriting from previous notes.",1902-03-17,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Awbury (Philadelphia, Pa.)","Cope, Elizabeth Waln Stokes, 1823-1902|Cope, Henry, 1850-1924","Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916",hc:106322,"Cope, Clementine, 1835-1903|Cope, Margaret, 1856-1948|Emlen, Eleanor Cope, 1854-1920|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Cope, Henry, 1850-1924",Correspondence|Diseases|Asthenia|Rheumatism|Faith,"HC.MC-1170, Box 3",hsc1435,,/object/hc106322
"1902 September 25, Woodbourne, to Dearest Mother",,1902-09-25,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"New Orleans (La.)|Germantown (Philadelphia, Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106389,"Emlen, Eleanor Cope, 1854-1920|Cope, Elizabeth Waln Stokes, 1823-1902|Foote, Henry Wilder Jr., 1874-1964|Cope, Francis Reeve, 1821-1909|Lewis, Caroline Mary Cope, 1865-1953|Stork, Theophilus Baker|Stork, Anna Brown Cope, b. 1862",,"HC.MC-1170, Box 3",hsc1502,,/object/hc106389
"1902 October 12, Woodbourne, to Dear Father",,1902-10-12,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Awbury (Philadelphia, Pa.)|New York (N.Y.)|Montrose (Susquehanna County, Pa.)|New Orleans (La.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:106390,"Hartshorne, Anna C. (Anna Cope), 1860-1957|Cope, Henry, 1850-1924|Cope, Francis R. (Francis Reeve), 1878-1962|Merriman, Dorothea Foote|Carter, Hannah|Cope, Anna Stewardson Brown, 1822-1916|Cope, Thomas P. (Thomas Pim), 1852-1944",New York (N.Y.)--Description and travel|Family|Weather,"HC.MC-1170, Box 3",hsc1503,,/object/hc106390
"1902 October 14, Woodbourne, to Dear Father",,1902-10-14,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"New York (N.Y.)|Awbury (Philadelphia, Pa.)|Pocono Mountains (Pa.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Francis Reeve, 1821-1909",hc:106391,"Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Francis R. (Francis Reeve), 1878-1962|Stork, Theophilus Baker|Stork, Anna Brown Cope, b. 1862|Carter, Hannah|Foote, Eleanor Tyson Cope, 1879-1973|Foote, Henry Wilder Jr., 1874-1964|Cope, Anna Stewardson Brown, 1822-1916",,"HC.MC-1170, Box 3",hsc1504,,/object/hc106391
"1902 October 22, Woodbourne, to Dearest Mother",,1902-10-22,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Awbury (Philadelphia, Pa.)|Germantown (Philadelphia, Pa.)|New Orleans (La.)|Boston (Mass.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106392,"Stork, Theophilus Baker|Stork, Anna Brown Cope, b. 1862|Merriman, Dorothea Foote|Foote, Eleanor Tyson Cope, 1879-1973",Rheumatism|Weather|House furnishings|Autumn|Family,"HC.MC-1170, Box 3",hsc1505,,/object/hc106392
"1903 February 17, Cambridge, to Dearest Mother",,1903-02-17,letters (correspondence),,Cambridge (Mass.),,,Boston (Mass.)|Vermont|Cambridge (Mass.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106393,"Eliot, Charles William, 1834-1926|Foote, Eleanor Tyson Cope, 1879-1973|Evans, Edward W. (Edward Wyatt), 1882-1976|Foote, Frances|Merriman, Dorothea Foote|Cope, Francis Reeve, 1821-1909|corporate_body:Harvard University",Quakers--Social life and customs|Winter storms,"HC.MC-1170, Box 3",hsc1506,,/object/hc106393
"1903 February 19, Cambridge, to Dearest Mother",,1903-02-19,letters (correspondence),,Cambridge (Mass.),,,"Boston (Mass.)|Chestnut Hill (Philadelphia, Pa.)|Brookline (Mass.)|Cambridge (Mass.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106394,"Cope, Evelyn Flower Morris, 1877-1947|Foote, Eleanor Tyson Cope, 1879-1973|Paine, Robert|Evans, Edward W. (Edward Wyatt), 1882-1976|Foote, Frances|Merriman, Dorothea Foote|Cope, Francis Reeve, 1821-1909|corporate_body:Harvard University",Family,"HC.MC-1170, Box 3",hsc1507,,/object/hc106394
"1903 April 12, Cape May, to Dearest Mother",,1903-04-12,letters (correspondence),Ebbitt House,Cape May (N.J.),,,Cape May (N.J.),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106395,"Foote, Eleanor Tyson Cope, 1879-1973|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Evelyn Flower Morris, 1877-1947|Foote, Henry Wilder Jr., 1874-1964|Cope, Francis Reeve, 1821-1909",Seashore,"HC.MC-1170, Box 3",hsc1508,,/object/hc106395
"1904 February 4, Coalbrookdale, R. S. O. Shropshire. to Lilly",,1904-02-04,letters (correspondence),,Coalbrookdale (England),,,Coalbrookdale (England),"Simpson, H.","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",hc:94900,,Household employees,"HC.MC-1170, Box 3",hsc0062,,/object/hc94900
"1907 April 24, Ann Arbor, to My dear Annette",,1904-04-24,letters (correspondence),,Ann Arbor (Mich.),,,"Charleston (S.C.)|Savannah (Ga.)|Woodbourne (Susquehanna County, Pa.)|Awbury (Philadelphia, Pa.)|Germantown (Philadelphia, Pa.)|Egypt|England|Adirondack Mountains (N.Y.)|Venice (Italy)|Rome (Italy)|Ann Arbor (Mich.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Annette, 1843-1916",hc:106408,"Foote, Henry Wilder 3rd, 1905-1975|Foote, Eleanor Tyson Cope, 1879-1973|Foote, Agnes Cope, b. 1907|Foote, Frances|Cope, Theodora, b. 1906|Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Evelyn Flower Morris, 1877-1947|Cope, Francis Reeve, 1821-1909|Cope, Anna Stewardson Brown, 1822-1916|Emlen, Samuel, 1880-1936|Scattergood, Mary Cope Emlen, 1878-1975|Emlen, Marion Hartshorne Haines, 1880-1936|Lewis, William Draper, 1867-1949|Evans, Anna Cope, 1875-1967|Evans, Rachel Reeve Cope, 1850-1939|Newlin, Mary, b. 1850|Newlin, Kate|Jones, Anna|Cope, Caroline E. (Caroline Elizabeth), 1840-1944",Grandparent and child|Infants|Children|Older people|Acrostics|Accidents|Bruises|Voyages and travels|African Americans--Education|Wounds and injuries,"HC.MC-1170, Box 3",hsc1521,,/object/hc106408
"1904 October 23, Awbury, to Dearest Rachel",,1904-10-23,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Vienna (Austria)|New Orleans (La.)|Conanicut Island (R.I.)|Rosemont (Pa.)|Abington (Pa.)|Germantown (Philadelphia, Pa.)|Newport (R.I.)|Awbury (Philadelphia, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939",hc:106396,"Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Evelyn Flower Morris, 1877-1947|Foote, Eleanor Tyson Cope, 1879-1973|Hartshorne, Anna C. (Anna Cope), 1860-1957|Stork, Anna Brown Cope, b. 1862|Stork, Theophilus Baker|Cope, Anna Stewardson Brown, 1822-1916|Cope, Francis Reeve, 1821-1909|Haines, Mary Rhoads, 1819-1905|Evans, Jonathan, 1843-1911|Evans, Harold, 1886-1977|Strawbridge, William|Jinks, Horace|Evans, Anna Cope, 1875-1967",Birthdays|Older people,"HC.MC-1170, Box 3",hsc1509,,/object/hc106396
"1905, Cannes Hotel Bristol, to Dear Tom","<p>Postcard.</p>
",1905,letters (correspondence),Hotel Bristol,Cannes (France),,,Toulon (France)|Cannes (France),"Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Cope, Thomas P. (Thomas Pim), 1852-1944",hc:109650,"Pennypacker, Samuel W. (Samuel Whitaker), 1843-1916|Dickens, Charles, 1812-1870","Legal documents|Politics, Practical","HC.MC-1170, Box 3",hsc1562,,/object/hc109650
"1905 July 6, Woodbourne, to Dearest R.",,1905-07-06,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939",hc:106397,"Stork, Anna Brown Cope, b. 1862|Emlen, Eleanor Cope, 1854-1920|Emlen, Mary|Emlen, John|Evans, Harold, 1886-1977|Evans, Jonathan, 1843-1911",Betrothal,"HC.MC-1170, Box 3",hsc1510,,/object/hc106397
"1905 August 6th, Woodbourne, to Dearest Rachel",,1905-08-06,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,Jamestown (R.I.)|Dimock (Pa. : Township),"Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939",hc:106398,"Cope, Francis R. (Francis Reeve), 1878-1962|Cope, Evelyn Flower Morris, 1877-1947|Foote, Henry Wilder Jr., 1874-1964|Foote, Eleanor Tyson Cope, 1879-1973|Evans, Anna Cope, 1875-1967|Evans, Jonathan, 1843-1911",Pregnancy|Family|Nature|Weather|Reading|Mustaches,"HC.MC-1170, Box 3",hsc1511,,/object/hc106398
"1905 August 30, Woodbourne, to Dearest Rachel",,1905-08-30,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Evans, Rachel Reeve Cope, 1850-1939",hc:106399,"Foote, Eleanor Tyson Cope, 1879-1973|Foote, Henry Wilder Jr., 1874-1964|Foote, Henry Wilder 3rd, 1905-1975|Evans, Anna Cope, 1875-1967",Childbirth|Infants|God|Society of Friends,"HC.MC-1170, Box 3",hsc1512,,/object/hc106399
"1905 December 5, Alhambra Hotel, Cimiez-Nice, to Dear Cousin Anna",,1905-12-05,letters (correspondence),Alhambra Hotel,"Cimiez (Nice, France)",,,"Villefranche (Italy)|Engadine (Switzerland)|Rome (Italy)|Cimiez (Nice, France)","Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Cope, Anna Stewardson Brown, 1822-1916",hc:109649,"Foote, Eleanor Tyson Cope, 1879-1973|Foote, Henry Wilder 3rd, 1905-1975|Cope, Annette, 1843-1916|Garrett, Philip C. (Philip Cresson), 1834-1905|Garrett, Elizabeth Waln Cope, 1841-1931|Cope, Francis Reeve, 1821-1909",Correspondence|Homecoming|Infants|Photographs|Gardens|Views|Weather|Sunshine|Ruins|Voyages and travels|Hotels|Crops|Diseases|Christmas|Wounds and injuries,"HC.MC-1170, Box 3",hsc1561,,/object/hc109649
"1906 February 14, Hotel Suisse, Via Veneto, Rome, to Dear Cousin Anna",,1906-02-14,letters (correspondence),Hotel Suisse,"Via Veneto (Rome, Italy)",,,"Rome (Italy)|Florence (Italy)|Montrose (Susquehanna County, Pa.)","Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Cope, Anna Stewardson Brown, 1822-1916",hc:109651,"Nero, Emperor of Rome, 37-68|Augustus, Emperor of Rome, 63 B.C.-14 A.D.|Cope, Francis Reeve, 1821-1909|Foote, Eleanor Tyson Cope, 1879-1973|Foote, Henry Wilder 3rd, 1905-1975|Cope, Theodora, b. 1906|Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937|Newlin, Margaret|Hartshorne, Virginia|Cope, Amy Elizabeth Yarnall|Gabel, Clara|Cadbury, John W. (John Warder), 1880-1948|Cope, Thomas P. (Thomas Pim), 1852-1944|Cope, Margaret, 1856-1948|Cope, Henry, 1850-1924|Cope, Annette, 1843-1916|Haines, Francis Cope, 1857-1918","Correspondence|Italy--Description and travel|Ruins|Gardens|Weather|Views|Wounds and injuries|Photographs|Infants|Influenza|Drawing|Politics, Practical|Flowers|Valentines","HC.MC-1170, Box 3",hsc1563,,/object/hc109651
"1906 March 18, New Orleans, to My dear Caroline, Rome",,1906-03-18,letters (correspondence),,New Orleans (La.),,[Rome (Italy)],"Rome (Italy)|Bear Island (N.H.)|Montrose (Susquehanna County, Pa.)|Germantown (Philadelphia, Pa.)|New Orleans (La.)|Baton Rouge (La.)|Ann Arbor (Mich.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:106400,"Foote, Eleanor Tyson Cope, 1879-1973|Foote, Henry Wilder Jr., 1874-1964|Foote, Henry Wilder 3rd, 1905-1975|Cope, Anna Stewardson Brown, 1822-1916|Cope, Francis R. (Francis Reeve), 1878-1962|Evans, Edward W. (Edward Wyatt), 1882-1976|Cope, Evelyn Flower Morris, 1877-1947|Cope, Annette, 1843-1916","Household employees|Women household employees|Moving, Household|Climate|Religious institutions|Infants|Gardens|Weather|Elections--United States","HC.MC-1170, Box 3",hsc1513,,/object/hc106400
"1906 April 24, New Orleans, to My dear Sistes, Rome",,1906-04-24,letters (correspondence),,New Orleans (La.),,[Rome (Italy)],"Rome (Italy)|Sicily (Italy)|Awbury (Philadelphia, Pa.)|New Orleans (La.)|Bear Island (N.H.)|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)|Camden (N.J.)|Charleston (S.C.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:106401,"Cope, Annette, 1843-1916|Foote, Eleanor Tyson Cope, 1879-1973|Welsh, Herbert, 1851-1941|Foote, Henry Wilder 3rd, 1905-1975|Foote, Henry Wilder Jr., 1874-1964|Cope, Theodora, b. 1906|Cope, Evelyn Flower Morris, 1877-1947|Cope, Anna Stewardson Brown, 1822-1916|Cope, Francis Reeve, 1821-1909|Foote, Frances|Cornish, Rev. Lewis Craig|Franklin, Benjamin, 1706-1790|Scattergood, J. Henry (Joseph Henry), 1877-1953|Evans, Rachel Reeve Cope, 1850-1939|Stork, Anna Brown Cope, b. 1862|corporate_body:Pennsylvania Hospital (Philadelphia, Pa.)","Voyages and travels|Moving, Household|Diseases|Medicine|Infants|Betrothal","HC.MC-1170, Box 3",hsc1514,,/object/hc106401
"1906 July 22, Woodbourne, to My dear Caroline",,1906-07-22,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Italy|Awbury (Philadelphia, Pa.)|Asticou (Me.)|Montrose (Susquehanna County, Pa.)|Mount Kisco (N.Y.)|Scranton (Pa.)|Philadelphia (Pa.)|Conanicut Island (R.I.)|Northeast Harbor (Me.)|Ann Arbor (Mich.)|Woodbourne (Susquehanna County, Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944",hc:106402,"Cope, Annette, 1843-1916|Cope, Francis Reeve, 1821-1909|Evans, Rachel Reeve Cope, 1850-1939|Lewis, Caroline Mary Cope, 1865-1953|Stork, Theophilus Baker|Stork, Anna Brown Cope, b. 1862|Evans, Edward W. (Edward Wyatt), 1882-1976|Bettle, Edith|Wood, Caroline|Cope, Francis R. (Francis Reeve), 1878-1962|Mills, Arthur, 1887-1955|Morris, Carrie|Morris, Minnie|Emlen, George Williams, 1853-1938|Emlen, Eleanor Cope, 1854-1920|Evans, Harold, 1886-1977|Evans, Jonathan, 1843-1911|Foote, Eleanor Tyson Cope, 1879-1973|Foote, Henry Wilder 3rd, 1905-1975|corporate_body:Pennsylvania Hospital (Philadelphia, Pa.)",Voyages and travels|Diseases|Shingles (Disease)|Weather|Droughts|Farms--Pennsylvania|Family,"HC.MC-1170, Box 3",hsc1515,,/object/hc106402
"1906 August 28, Woodbourne, to Dearest Mother",,1906-08-28,letters (correspondence),,"Woodbourne (Susquehanna County, Pa.)",,,"Asticou (Me.)|Northeast Harbor (Me.)|Bethlehem (Pa.)|Woodbourne (Susquehanna County, Pa.)|Philadelphia (Pa.)|Conanicut Island (R.I.)|Pocono Mountains (Pa.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Anna Stewardson Brown, 1822-1916",hc:106403,"Cope, Theodora, b. 1906|Cope, Evelyn Flower Morris, 1877-1947|Cope, Francis R. (Francis Reeve), 1878-1962|Morris, Ellen|Foote, Henry Wilder Jr., 1874-1964|Cope, Francis Reeve, 1821-1909|Peabody, Francis Greenwood, 1847-1936|Evans, Edward W. (Edward Wyatt), 1882-1976|Carter, John E. (John Elliot), 1838-1922|Warren, Caroline C.|Stork, Theophilus Baker|Stork, Anna Brown Cope, b. 1862",Grandparent and child|Infants|Letter writing|Weather,"HC.MC-1170, Box 3",hsc1516,,/object/hc106403
"1907 January 9, Awbury, to My dear Sisters",,1907-01-09,letters (correspondence),,"Awbury (Philadelphia, Pa.)",,,"Awbury (Philadelphia, Pa.)|Ann Arbor (Mich.)|New Orleans (La.)|Florence (Italy)|Woodbourne (Susquehanna County, Pa.)|Michigan|New York (N.Y.)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916",hc:106404,"Cope, Theodora, b. 1906|Cope, Evelyn Flower Morris, 1877-1947|Foote, Henry Wilder 3rd, 1905-1975|Foote, Eleanor Tyson Cope, 1879-1973|Cope, Francis R. (Francis Reeve), 1878-1962|Newhall, Abby|Evans, Rachel Reeve Cope, 1850-1939|Cope, Francis Reeve, 1821-1909|Cope, Anna Stewardson Brown, 1822-1916|Evans, Anna Cope, 1875-1967|Haines, Marion|Scattergood, Mary Cope Emlen, 1878-1975|Scattergood, Eliza|Cope, Alfred, 1857-1897|Cope, John Stokes, 1857-1915|corporate_body:Pennsylvania Hospital (Philadelphia, Pa.)","Grandparent and child|Infants|Measles|Moving, Household|Elections|Christmas|New Year","HC.MC-1170, Box 3",hsc1517,,/object/hc106404
"1907 February 12, Ann Arbor, to My dear Sisters","Addressed from 110 N. State St., Ann Arbor (Mich.)",1907-02-12,letters (correspondence),110 N State St,Ann Arbor (Mich.),,[Rome (Italy)],"Montrose (Susquehanna County, Pa.)|New England|Philadelphia (Pa.)|New Orleans (La.)|Atlantic Ocean|New York (N.Y.)|Mount Desert Island (Me.)|Awbury (Philadelphia, Pa.)|Wayne (Pa.)|Buffalo (N.Y.)|Wilkes-Barre (Pa.)|Niagara Falls (N.Y. and Ont.)|Huron River (Oakland County-Monroe County, Mich.)|Wissahickon Creek (Pa.)|Ann Arbor (Mich.)|Rome (Italy)","Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Cope, Annette, 1843-1916",hc:106405,"Cope, Francis R. (Francis Reeve), 1878-1962|Foote, Eleanor Tyson Cope, 1879-1973|Foote, Henry Wilder 3rd, 1905-1975|Lombard, Dr. Warren Plimpton, 1855-1939|Hacker, Beulah|Cope, Evelyn Flower Morris, 1877-1947|Cope, Anna Stewardson Brown, 1822-1916|Cope, Francis Reeve, 1821-1909|Cope, Margaret, 1856-1948|Morris, Samuel, 1827-1905|Morris, H. P. (Hannah Perot), 1854-1931|corporate_body:University of Michigan","College students--Conduct of life|Coeducation|Weather|Grandparent and child|Infants|Voyages and travels|Elections|Politics, Practical","HC.MC-1170, Box 3",hsc1518,,/object/hc106405
