,Title,Description,Date Created,Origin,Author,Recipient,Year,Month,Day
2334,"1897 September 3, Awbury, to My Dear Wife, Jamestown",,1897-09-03,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,9,3
2335,"1897 September 5, Woodbourne, to Aunts",,1897-09-05,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis R. (Francis Reeve), 1878-1962","Addressee (rcp): Cope, Caroline E. (Caroline Elizabeth), 1840-1944|Addressee (rcp): Cope, Annette, 1843-1916",1897,9,5
2336,"1897 September 8, Awbury, to My Dear Wife",,1897-09-08,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,9,8
2337,"1897 September 10, Awbury, to Dear Wife",,1897-09-10,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,9,10
2338,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1897 Septmeber 11",,1897-09-11,Wilmington (Del.),Author (aut): Charles Warner Company,Addressee (rcp): Cope Brothers,1897,9,11
2339,"1897 September 11, Awbury, to My Dear Wife",,1897-09-11,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,9,11
2340,"1897 September 12, Awbury, to My Dear Wife",,1897-09-12,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,9,12
2341,"1897 September 14, Awbury, to My Dear Wife",,1897-09-14,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,9,14
2342,"1897 September 17, Awbury, to My Dear Wife",,1897-09-17,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,9,17
2343,"1897 September 18, Awbury, to My Dear Wife",,1897-09-18,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,9,18
2344,"1897 September 19, Woodbourne, to Dearest Mother",,1897-09-19,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,9,19
2345,"1897 September 20, Awbury, to My Dear Wife",,1897-09-20,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,9,20
2346,"1897 September 23, Awbury, to My Dear Wife",,1897-09-23,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,9,23
2347,"1897 September 24, Woodbourne, to Dear Father",,1897-09-24,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Francis Reeve, 1821-1909",1897,9,24
2348,"1897 September 25, Philadelphia, to Dear Wife",,1897-09-25,Philadelphia (Pa.),"Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,9,25
2349,"1897 October 17, Woodbourne, to Dearest Mother",,1897-10-17,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1897,10,17
2350,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 January 3",,1898-01-03,Wilmington (Del.),Author (aut): Charles Warner Company,Addressee (rcp): Cope Brothers,1898,1,3
2351,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 January 5",,1898-01-05,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,1,5
2352,"Letter from Annette Cope, Florence, Italy, to Sister, 1898 January 10",,1898-01-10,Florence (Italy),"Author (aut): Cope, Annette, 1843-1916",,1898,1,10
2353,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 March 3",,1898-03-31,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,3,31
2354,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 April 28",,1898-04-28,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,4,28
2355,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 May 27",,1898-05-27,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,5,27
2356,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 June 1",,1898-06-01,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,6,1
2357,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 June 6",,1898-06-06,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,6,6
2358,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 June 28",,1898-06-28,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,6,28
2359,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 June 30",,1898-06-30,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,6,30
2360,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 July 1",,1898-07-01,Wilmington (Del.),Author (aut): Charles Warner Company,,1898,7,1
2361,Registry Return Reciept from the Cope Brothers to Joseph L. Carpenter,,1898-07-03,Wilmington (Del.),Author (aut): Cope Brothers,,1898,7,3
2362,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 July 8",,1898-07-08,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,7,8
2363,"Letter from the Farmers Bank and Wilmington to Thomas P. Cope Jr., 1898 July 9",,1898-07-09,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,7,9
2364,"Letter from the Farmers Bank at Wilmington to Thomas P. Cope Jr., 1898 July 12",,1898-07-12,Wilmington (Del.),Author (aut): Farmers Bank at Wilmington,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,7,12
2365,"Letter from the Farmers Bank at Wilmington to Thomas P. Cope Jr., 1898 July 14",,1898-07-14,Wilmington (Del.),Author (aut): Farmers Bank at Wilmington,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,7,14
2366,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 July 15",,1898-07-15,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,7,15
2367,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 July 19",,1898-07-19,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,7,19
2368,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 July 21",,1898-07-21,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,7,21
2369,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 July 25",,1898-07-25,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,7,25
2370,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 July 26",,1898-07-26,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,7,26
2371,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 July 28",Incomplete.,1898-07-28,,Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,7,28
2372,"1898 August 11, to my dear Clementine",,1898-08-11,,"Author (aut): Stokes, Hetty N. (Hetty Newlin), 1838-1899","Addressee (rcp): Cope, Clementine, 1835-1903",1898,8,11
2373,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1898 September 3",,1898-09-03,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1898,9,3
2374,"1898 October 9, Awbury, to My Dear Wife, Conanicut",,1898-10-09,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1898,10,9
2375,"1898 October 17, Sharon Inn, Sharon, Connecticut, to Dear Cousin Anna",,1898-10-17,Sharon (Conn.),"Author (aut): Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1898,10,17
2376,"1898 October 19, Woodbourne, to My own dearest Boy","Talks about the late Alexis Thomas Cope, as well as Francis Reeve Cope Jr.'s twin brother, who died in infancy. The letter then jumps to talking about Elizabeth's 50th birthday.",1898-10-19,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Francis R. (Francis Reeve), 1878-1962",1898,10,19
2377,"1898 October 20, Woodbourne, to My dearest Mother",,1898-10-20,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1898,10,20
2378,"1898 October 25, Woodbourne, to My dear Caroline",,1898-10-25,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Caroline E. (Caroline Elizabeth), 1840-1944",1898,10,25
2379,"1898 October 27, Woodbourne, to Dear Father",,1898-10-27,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Francis Reeve, 1821-1909",1898,10,27
2380,"1898 November 6, Woodbourne, to Dearest Mother",,1898-11-06,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1898,11,6
2381,"1898 November 8, Woodbourne, to dear Cousin Clementine",Acrostic poem.,1898-11-08,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Clementine, 1835-1903",1898,11,8
2382,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1899 January 3",,1899-01-03,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1899,1,3
2383,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1899 January 6",,1899-01-06,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1899,1,6
2384,"1899 January 26, 121 South 19th St, Philadelphia, to My dear Lillie","Addressed from 121 South 19th Street, Philadelphia (Pa.).",1899-01-26,Philadelphia (Pa.),"Author (aut): Cope, Caroline E. (Caroline Elizabeth), 1840-1944","Addressee (rcp): Garrett, Elizabeth Waln Cope, 1841-1931",1899,1,26
2385,"1899 January 26, Awbury, to Dearest Lilly",,1899-01-26,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",1899,1,26
2386,"1899 January 26, Awbury, to My dearest sister",,1899-01-26,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",1899,1,26
2387,"1899 January 30, Awbury, to My beloved sister",,1899-01-30,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",1899,1,30
2388,"Letter from Haupt & Franklin Civil Engineers and Contractors to Thomas P. Cope, 1899 February 2",,1899-02-02,Philadelphia (Pa.),Author (aut): Haupt & Franklin Civil Engineers and Contractors,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1899,2,2
2389,"1899 April 15, Marine Villa, Cape May, NJ, to My dear Cousin",,1899-04-15,Cape May (N.J.),"Author (aut): Cope, Caroline E. (Caroline Elizabeth), 1840-1944",,1899,4,15
2390,"Letter from Elizabeth S. Cope to Anna S. Cope, 1899 April 18",,1899-04-18,Cape May (N.J.),"Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1899,4,18
2391,"Letter from Elizabeth S. Cope to Anna S. Cope, 1899 April 21",,1899-04-21,Cape May (N.J.),"Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1899,4,21
2392,"1899 April 26, Rosemont, to Lily",Letter of condolence upon the death of Agnes Cope.,1899-04-26,Rosemont (Pa.),"Author (aut): Garrett, Hannah Rhoads Haines, 1846-1901","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",1899,4,26
2393,"1899 May, Atlantic City",,1899-05-01,Atlantic City (N.J.),"Author (aut): Evans, Edward W. (Edward Wyatt), 1882-1976",,1899,5,1
2394,"1899 May 04, Atlantic City, to My darling wife",,1899-05-04,Atlantic City (N.J.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,5,4
2395,"1899 May 7, Atlantic City, N.J., to My dearest Mother","Cut-off watermark reads, ""524 Linen.""",1899-05-07,Atlantic City (N.J.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916",1899,5,7
2396,"1899 May 10, Hot Springs, to My darling wife",,1899-05-10,Hot Springs (Va.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,5,10
2397,"1899 May 18, Hot Springs, to My dear wife",,1899-05-18,Hot Springs (Va.),"Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,5,18
2398,"1899 June 14, Gurteen Cottage, to My very dear Cousins","Watermark contains a fleur-de-lis and the word, ""Bond.""",1899-06-14,Jamestown (R.I.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939",,1899,6,14
2399,"1899 June 15, Awbury, to My dear Chellie",,1899-06-15,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,6,15
2400,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1899 July 1",,1899-07-01,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1899,7,1
2401,"1899 July 5, Woodbourne, to My dear daughter",,1899-07-05,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,7,5
2402,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1899 July 7",,1899-07-07,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1899,7,7
2403,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1899 July 10",,1899-07-10,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1899,7,10
2404,"1899 July 16, Woodbourne, to Dearest Rachel",,1899-07-16,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,7,16
2405,"1899 July 16, Gurteen Cottage, to My dearest Elizabeth",,1899-07-16,Jamestown (R.I.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",1899,7,16
2406,"1899 July 23, Dundale, to My beloved Mrs. Evans",,1899-07-23,Villanova (Pa.),"Author (aut): Cope, Evelyn Flower Morris, 1877-1947","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,7,23
2407,"1899 July 23, Awbury, to daughter",,1899-07-23,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909",,1899,7,23
2408,"1899 July 23, to My dear dear Friend",,1899-07-23,,"Author (aut): Morris, Anne","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,7,23
2409,"1899 July 26, Mossgiel, to My dear sister",,1899-07-26,Jamestown (R.I.),"Author (aut): Cope, Anna Stewardson Brown, 1822-1916",,1899,7,26
2410,"1899 August 7, Woodbourne, to My dear Chellie",,1899-08-07,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Anna Stewardson Brown, 1822-1916","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,8,7
2411,"1899 August 14, Woodbourne, to My dear Aunts","Several middle pages are missing, but the first page and the final 5 are intact.",1899-08-14,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Cope, Francis R. (Francis Reeve), 1878-1962","Addressee (rcp): Cope, Annette, 1843-1916|Addressee (rcp): Cope, Caroline E. (Caroline Elizabeth), 1840-1944",1899,8,14
2412,"Letter from Rachel R. Cope Evans to Elizabeth S. Cope, 1899 September 4",,1899-09-04,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",1899,9,4
2413,"1899 September 8, Awbury, to My Dear Rachel",,1899-09-08,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,9,8
2414,"Letter from Rachel R. Cope Evans to Elizabeth S. Cope, 1899 September 8",,1899-09-08,Jamestown (R.I.),"Author (aut): Evans, Rachel Reeve Cope, 1850-1939","Addressee (rcp): Cope, Elizabeth S. (Elizabeth Stewardson), 1848-1937",1899,9,8
2415,"1899 September 13, Woodbourne, to Mother",,1899-09-13,"Woodbourne (Susquehanna County, Pa.)","Author (aut): Evans, Edward W. (Edward Wyatt), 1882-1976","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,9,13
2416,"Letter from the Cope Brothers to Edward J. Warner and Alfred D. Warner, 1899 September 22",,1899-09-22,Philadelphia (Pa.),Author (aut): Cope Brothers,"Addressee (rcp): Warner, Edward T.|Addressee (rcp): Warner, Alfred D.",1899,9,22
2417,"1899 August 26, Minnewaska N.Y., to dear Sis, Asquam N.H.",,1899-09-26,Ulster County (N.Y.),"Author (aut): Cope, Clementine, 1835-1903",,1899,9,26
2418,"1899 September 27, Awbury, to My dear wife",,1899-09-27,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,9,27
2419,"1899 September 28, Awbury, to Dearest wife",,1899-09-28,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,9,28
2420,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1899 October 2",,1899-10-02,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1899,10,2
2421,"1899 October 02, Awbury, to My dearest wife",,1899-10-02,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,10,2
2422,"Letter from the Charles Warner Company to Thomas P. Cope Jr., 1899 October 4",,1899-10-04,Wilmington (Del.),Author (aut): Charles Warner Company,"Addressee (rcp): Cope, Thomas P. (Thomas Pim), 1852-1944",1899,10,4
2423,"Letter from Francis Reeve Cope to Anna Stewardson Brown Cope c/o Theophilus B. Stork, 1899 October 5",,1899-10-05,"Awbury (Philadelphia, Pa.)","Author (aut): Cope, Francis Reeve, 1821-1909","Addressee (rcp): Cope, Anna Stewardson Brown, 1822-1916|Addressee (rcp): Stork, Theophilus Baker",1899,10,5
2424,"1899 October 06, Awbury, ""Of woman kind...""",,1899-10-06,"Awbury (Philadelphia, Pa.)","Author (aut): Evans, Jonathan, 1843-1911","Addressee (rcp): Evans, Rachel Reeve Cope, 1850-1939",1899,10,6
